Default_ID,Loan_ID,Customer_ID,Default_Date,Default_Amount,Default_Reason,Recovery_Status,Recovery_Amount,Legal_Action
D007580,L084285,C084285,2021-11-26,73681,Job Loss,Partial,46518,No
D007581,L038716,C038716,2021-09-03,22714,Business Failure,Full,0,No
D007582,L054650,C054650,2021-02-27,51072,Job Loss,None,24476,Yes
D007583,L077845,C077845,2023-02-10,43161,Business Failure,None,14822,No
D007584,L080836,C080836,2021-05-05,98522,Business Failure,Full,8409,Yes
D007585,L078272,C078272,2023-09-18,47442,Job Loss,Partial,0,No
D007586,L015998,C015998,2024-02-19,59477,Medical Emergency,Full,0,No
D007587,L086515,C086515,2021-07-23,76089,Job Loss,Full,6442,Yes
D007588,L086681,C086681,2024-02-29,41290,Business Failure,None,23738,Yes
D007589,L010450,C010450,2021-08-26,84356,Business Failure,Full,0,No
D007590,L010845,C010845,2024-09-28,17977,Medical Emergency,None,0,No
D007591,L084092,C084092,2022-08-12,14683,Other,Partial,0,Yes
D007592,L045224,C045224,2024-12-03,14446,Medical Emergency,Full,31912,No
D007593,L063228,C063228,2021-12-07,70517,Other,Full,0,Yes
D007594,L035135,C035135,2024-08-18,63007,Medical Emergency,Partial,9334,Yes
D007595,L079303,C079303,2024-12-13,93957,Other,Full,31234,Yes
D007596,L009767,C009767,2021-07-26,14832,Medical Emergency,Full,0,No
D007597,L027834,C027834,2021-08-28,56602,Other,Full,44363,No
D007598,L049836,C049836,2024-04-16,33299,Other,Full,38168,No
D007599,L045302,C045302,2024-11-17,77961,Business Failure,None,33348,Yes
D007600,L060931,C060931,2023-07-02,16065,Job Loss,Partial,0,Yes
D007601,L088586,C088586,2024-12-19,47538,Business Failure,Partial,37680,Yes
D007602,L037772,C037772,2022-06-13,89958,Business Failure,None,0,No
D007603,L017703,C017703,2024-07-11,40185,Business Failure,None,36150,Yes
D007604,L061330,C061330,2024-07-13,27411,Business Failure,Full,27403,No
D007605,L080786,C080786,2023-05-26,85036,Business Failure,None,9651,No
D007606,L065702,C065702,2024-07-11,30674,Other,Full,0,No
D007607,L058259,C058259,2024-01-02,22518,Business Failure,None,21024,No
D007608,L068279,C068279,2021-05-13,31727,Business Failure,Full,26373,Yes
D007609,L061635,C061635,2023-03-27,35658,Other,None,29915,No
D007610,L026485,C026485,2023-09-13,43064,Job Loss,None,0,Yes
D007611,L021076,C021076,2024-08-30,79861,Medical Emergency,Full,19153,Yes
D007612,L061247,C061247,2022-06-18,41133,Business Failure,None,48112,No
D007613,L032531,C032531,2022-05-03,97261,Medical Emergency,Full,13083,Yes
D007614,L018531,C018531,2023-06-10,79675,Other,None,48227,No
D007615,L035912,C035912,2024-11-14,62117,Business Failure,Partial,23872,Yes
D007616,L071355,C071355,2023-05-24,68159,Business Failure,None,0,No
D007617,L089984,C089984,2022-04-19,81215,Medical Emergency,Full,28928,No
D007618,L063433,C063433,2024-07-01,72406,Other,None,11337,Yes
D007619,L066772,C066772,2022-12-10,67487,Business Failure,Partial,24197,No
D007620,L002543,C002543,2021-01-09,14405,Medical Emergency,Full,0,Yes
D007621,L044615,C044615,2023-07-13,29167,Business Failure,None,2861,No
D007622,L010931,C010931,2022-12-07,99983,Medical Emergency,Full,29810,No
D007623,L021126,C021126,2023-05-23,65900,Business Failure,Full,0,No
D007624,L003793,C003793,2022-03-14,41289,Job Loss,None,7058,No
D007625,L014269,C014269,2023-01-18,23424,Business Failure,None,33306,Yes
D007626,L012925,C012925,2025-01-01,64808,Medical Emergency,Partial,0,No
D007627,L045634,C045634,2023-06-16,76657,Medical Emergency,Partial,0,No
D007628,L078968,C078968,2022-05-11,95770,Job Loss,None,0,Yes
D007629,L088509,C088509,2021-12-17,55960,Job Loss,Full,0,No
D007630,L028859,C028859,2023-03-12,7157,Job Loss,Partial,0,Yes
D007631,L054286,C054286,2024-10-07,82506,Job Loss,None,0,No
D007632,L004558,C004558,2024-09-27,49034,Other,None,13461,Yes
D007633,L020367,C020367,2022-11-21,53820,Medical Emergency,Partial,32749,No
D007634,L059317,C059317,2021-08-01,44116,Other,Full,0,No
D007635,L067253,C067253,2021-04-15,94526,Business Failure,Full,0,Yes
D007636,L051380,C051380,2022-03-11,80187,Business Failure,None,36308,Yes
D007637,L075710,C075710,2022-08-04,90290,Job Loss,Partial,0,Yes
D007638,L017734,C017734,2022-11-12,11554,Business Failure,Full,12203,Yes
D007639,L051277,C051277,2022-01-17,25111,Medical Emergency,Full,0,Yes
D007640,L064549,C064549,2022-06-18,87285,Other,Full,47916,Yes
D007641,L034582,C034582,2022-06-30,48325,Medical Emergency,None,0,No
D007642,L057534,C057534,2021-04-15,46553,Job Loss,None,28318,Yes
D007643,L004208,C004208,2022-12-24,63682,Other,Full,4089,No
D007644,L086787,C086787,2021-11-25,77522,Business Failure,None,0,Yes
D007645,L071365,C071365,2023-04-16,45125,Medical Emergency,Partial,0,No
D007646,L006851,C006851,2022-09-12,24799,Other,None,0,Yes
D007647,L028312,C028312,2023-12-19,33136,Business Failure,Partial,0,No
D007648,L026742,C026742,2021-06-24,33690,Job Loss,Full,0,Yes
D007649,L042785,C042785,2021-06-07,46025,Medical Emergency,Full,29439,Yes
D007650,L067361,C067361,2022-11-05,52122,Business Failure,Full,7106,Yes
D007651,L047327,C047327,2023-11-12,90827,Business Failure,None,0,No
D007652,L029056,C029056,2024-08-12,89593,Other,Full,0,No
D007653,L072616,C072616,2024-01-30,97695,Other,Full,36331,Yes
D007654,L028999,C028999,2024-11-30,72714,Business Failure,None,0,Yes
D007655,L024281,C024281,2023-07-19,70559,Business Failure,Full,16031,No
D007656,L072631,C072631,2024-08-05,90987,Business Failure,Full,0,No
D007657,L025825,C025825,2022-01-27,18052,Medical Emergency,None,27422,No
D007658,L080989,C080989,2024-06-16,24466,Job Loss,Partial,0,No
D007659,L087745,C087745,2022-07-11,53978,Medical Emergency,None,21078,Yes
D007660,L047769,C047769,2023-03-03,80824,Business Failure,Partial,23780,Yes
D007661,L023196,C023196,2021-04-07,69077,Other,Full,0,No
D007662,L037324,C037324,2021-12-21,72600,Business Failure,Full,0,Yes
D007663,L089434,C089434,2023-02-01,16371,Medical Emergency,Full,43513,No
D007664,L002711,C002711,2023-03-08,31327,Medical Emergency,None,38875,No
D007665,L012167,C012167,2022-09-06,74050,Medical Emergency,Partial,0,Yes
D007666,L081155,C081155,2022-10-18,60793,Business Failure,None,0,No
D007667,L085000,C085000,2022-11-13,85344,Medical Emergency,None,12206,No
D007668,L007035,C007035,2024-06-20,65636,Other,Full,0,Yes
D007669,L077582,C077582,2023-08-23,27658,Medical Emergency,Full,0,No
D007670,L088953,C088953,2023-10-01,46217,Other,Full,0,No
D007671,L058011,C058011,2021-08-08,89949,Other,Partial,0,Yes
D007672,L020211,C020211,2021-05-04,27086,Business Failure,Partial,13137,No
D007673,L050697,C050697,2024-12-02,49496,Business Failure,Partial,43064,No
D007674,L043928,C043928,2024-02-02,79909,Medical Emergency,Full,0,Yes
D007675,L017766,C017766,2021-03-02,65643,Medical Emergency,None,2542,No
D007676,L015661,C015661,2021-08-02,76247,Business Failure,None,47129,No
D007677,L025570,C025570,2022-09-09,49070,Medical Emergency,Partial,12238,No
D007678,L082449,C082449,2024-10-29,50577,Other,Partial,38230,No
D007679,L078352,C078352,2021-11-13,11345,Job Loss,Partial,0,Yes
D007680,L000499,C000499,2024-10-10,24665,Job Loss,None,0,No
D007681,L078082,C078082,2024-06-04,97974,Business Failure,None,10370,Yes
D007682,L042603,C042603,2024-09-11,52913,Medical Emergency,Full,15391,Yes
D007683,L083211,C083211,2021-04-16,8707,Other,Partial,30195,Yes
D007684,L021663,C021663,2021-05-28,89223,Job Loss,Partial,48167,No
D007685,L001107,C001107,2021-04-17,19703,Business Failure,None,0,No
D007686,L032792,C032792,2024-12-02,81444,Other,Full,0,No
D007687,L059438,C059438,2023-09-17,76140,Business Failure,Partial,0,Yes
D007688,L000271,C000271,2023-11-16,43730,Job Loss,Full,7932,No
D007689,L047664,C047664,2023-05-12,78982,Business Failure,Partial,15003,No
D007690,L076575,C076575,2021-11-07,7875,Other,Full,0,No
D007691,L087743,C087743,2021-08-12,75849,Medical Emergency,Partial,14307,No
D007692,L057510,C057510,2021-06-21,55434,Other,Full,33303,Yes
D007693,L049067,C049067,2024-11-04,30779,Medical Emergency,Partial,47332,Yes
D007694,L043436,C043436,2024-05-02,42269,Other,Full,0,Yes
D007695,L063140,C063140,2023-12-23,54429,Medical Emergency,Full,27992,No
D007696,L028189,C028189,2021-01-17,61936,Medical Emergency,None,28166,Yes
D007697,L079951,C079951,2021-04-04,32107,Job Loss,Full,19251,Yes
D007698,L045253,C045253,2023-01-29,31579,Other,None,33752,Yes
D007699,L051145,C051145,2024-09-10,9490,Business Failure,Full,0,Yes
D007700,L085008,C085008,2023-03-17,33804,Business Failure,Full,0,No
D007701,L062883,C062883,2022-05-28,11499,Other,Partial,0,Yes
D007702,L068085,C068085,2021-12-07,35107,Job Loss,Full,0,Yes
D007703,L076334,C076334,2023-05-21,23957,Business Failure,None,0,Yes
D007704,L006250,C006250,2023-08-17,88435,Job Loss,Full,0,No
D007705,L040333,C040333,2021-07-09,81898,Business Failure,Partial,0,No
D007706,L052847,C052847,2023-06-11,32481,Job Loss,Partial,0,No
D007707,L066003,C066003,2021-08-17,10418,Medical Emergency,None,38871,Yes
D007708,L074010,C074010,2024-05-04,45024,Other,Partial,0,Yes
D007709,L059988,C059988,2021-10-11,41460,Business Failure,Partial,0,Yes
D007710,L059087,C059087,2021-11-02,39327,Job Loss,Partial,11185,Yes
D007711,L041098,C041098,2021-07-16,98270,Job Loss,None,0,No
D007712,L075391,C075391,2021-10-28,61280,Business Failure,None,0,No
D007713,L018601,C018601,2021-10-09,68812,Medical Emergency,Partial,48013,No
D007714,L014785,C014785,2022-02-07,77193,Other,Full,0,Yes
D007715,L041215,C041215,2021-07-14,11288,Medical Emergency,None,11428,Yes
D007716,L067769,C067769,2023-02-07,72062,Business Failure,None,0,Yes
D007717,L063471,C063471,2022-10-11,88476,Job Loss,Full,0,No
D007718,L075558,C075558,2021-10-07,76216,Business Failure,None,0,No
D007719,L051398,C051398,2022-07-29,19115,Other,None,0,No
D007720,L082372,C082372,2021-05-04,37267,Other,Full,0,No
D007721,L037906,C037906,2024-01-03,76573,Medical Emergency,None,0,Yes
D007722,L077595,C077595,2022-12-20,62727,Other,Full,24486,Yes
D007723,L047717,C047717,2022-11-05,83218,Medical Emergency,Partial,35643,No
D007724,L082479,C082479,2023-02-08,82284,Medical Emergency,None,23959,Yes
D007725,L087488,C087488,2021-02-16,34281,Job Loss,None,36851,No
D007726,L079257,C079257,2024-11-24,11186,Job Loss,None,0,No
D007727,L082993,C082993,2022-09-04,96782,Job Loss,Partial,26649,No
D007728,L082534,C082534,2024-05-10,86888,Medical Emergency,None,0,No
D007729,L032030,C032030,2022-07-13,78733,Medical Emergency,None,35826,No
D007730,L046558,C046558,2024-07-10,7777,Medical Emergency,Partial,16315,No
D007731,L013003,C013003,2023-11-23,15196,Medical Emergency,None,0,Yes
D007732,L012748,C012748,2021-02-27,75521,Other,None,19979,No
D007733,L081919,C081919,2021-06-21,25548,Other,Full,45967,No
D007734,L073216,C073216,2021-05-19,67682,Job Loss,Partial,0,No
D007735,L066191,C066191,2024-12-12,41944,Other,Full,0,Yes
D007736,L038559,C038559,2022-09-10,24258,Job Loss,Partial,0,Yes
D007737,L050869,C050869,2022-11-25,73662,Other,Full,0,Yes
D007738,L061633,C061633,2024-05-19,82340,Business Failure,Full,0,No
D007739,L074462,C074462,2024-05-01,93680,Other,Full,0,Yes
D007740,L023071,C023071,2022-07-04,5084,Other,Partial,1489,Yes
D007741,L075481,C075481,2023-11-14,64566,Job Loss,Partial,0,No
D007742,L041834,C041834,2022-07-23,65148,Business Failure,None,0,Yes
D007743,L049910,C049910,2021-07-05,95042,Job Loss,Partial,0,Yes
D007744,L042039,C042039,2021-09-22,41711,Business Failure,Full,44436,No
D007745,L030097,C030097,2022-03-31,80181,Other,Partial,0,No
D007746,L088140,C088140,2023-12-13,34351,Other,Partial,0,No
D007747,L079157,C079157,2022-03-11,98237,Business Failure,Partial,30846,Yes
D007748,L002558,C002558,2024-04-15,49416,Business Failure,Partial,38983,No
D007749,L013242,C013242,2021-03-31,71649,Medical Emergency,Full,41385,Yes
D007750,L079628,C079628,2022-12-19,83691,Medical Emergency,None,0,No
D007751,L089119,C089119,2022-03-15,38505,Other,None,1064,Yes
D007752,L083854,C083854,2023-12-21,26801,Other,Full,48200,Yes
D007753,L089700,C089700,2024-01-08,37673,Business Failure,Full,0,No
D007754,L078399,C078399,2024-04-20,88171,Business Failure,Partial,42251,Yes
D007755,L064674,C064674,2021-09-12,16189,Business Failure,Full,0,No
D007756,L038126,C038126,2024-11-14,79073,Other,Partial,13803,No
D007757,L074655,C074655,2021-10-05,8228,Other,None,37595,No
D007758,L015040,C015040,2024-01-01,80285,Medical Emergency,Full,20968,No
D007759,L002578,C002578,2024-04-03,7432,Job Loss,None,0,No
D007760,L058065,C058065,2022-02-23,64435,Medical Emergency,Full,0,Yes
D007761,L064049,C064049,2022-11-07,23657,Medical Emergency,Partial,32179,No
D007762,L064784,C064784,2022-04-19,56969,Other,Full,0,No
D007763,L070546,C070546,2023-11-02,16067,Other,None,0,Yes
D007764,L010924,C010924,2022-12-25,98910,Other,Partial,31251,No
D007765,L009637,C009637,2021-09-11,53565,Business Failure,Full,47030,No
D007766,L023564,C023564,2024-12-04,52179,Medical Emergency,None,24287,No
D007767,L089999,C089999,2022-04-04,98012,Job Loss,None,32623,No
D007768,L021938,C021938,2023-03-26,56315,Job Loss,Partial,0,No
D007769,L007840,C007840,2022-08-15,52407,Other,Partial,36730,Yes
D007770,L010201,C010201,2022-11-14,60674,Job Loss,Partial,5046,Yes
D007771,L045044,C045044,2023-10-14,93491,Other,Partial,0,Yes
D007772,L018554,C018554,2023-05-22,26814,Other,None,0,No
D007773,L063868,C063868,2023-02-04,26972,Job Loss,None,15621,No
D007774,L035339,C035339,2024-05-03,66275,Other,Full,5554,Yes
D007775,L062971,C062971,2022-06-04,24951,Other,Full,23785,No
D007776,L055226,C055226,2022-03-16,99367,Medical Emergency,Full,19147,Yes
D007777,L084240,C084240,2021-01-20,55108,Job Loss,Full,30553,No
D007778,L041054,C041054,2021-01-18,14342,Business Failure,Full,0,Yes
D007779,L085940,C085940,2021-10-09,65154,Job Loss,None,10396,No
D007780,L067054,C067054,2022-04-15,70664,Other,Full,39686,Yes
D007781,L061986,C061986,2021-11-12,45241,Medical Emergency,Partial,0,No
D007782,L021475,C021475,2022-06-09,94504,Medical Emergency,None,30287,No
D007783,L084259,C084259,2021-04-10,50187,Job Loss,Partial,39403,No
D007784,L085661,C085661,2021-04-30,59771,Job Loss,Partial,14460,Yes
D007785,L087047,C087047,2023-01-06,49867,Medical Emergency,Partial,0,No
D007786,L048519,C048519,2021-09-22,90435,Other,Partial,40203,Yes
D007787,L007732,C007732,2023-04-02,50323,Medical Emergency,Partial,0,Yes
D007788,L056327,C056327,2021-01-17,30539,Business Failure,Partial,21125,Yes
D007789,L059006,C059006,2024-11-20,77008,Medical Emergency,None,16694,No
D007790,L077822,C077822,2024-11-25,84275,Medical Emergency,None,25457,Yes
D007791,L028683,C028683,2022-10-14,79139,Medical Emergency,None,0,Yes
D007792,L047704,C047704,2022-09-26,17399,Business Failure,Full,48632,Yes
D007793,L014631,C014631,2022-01-12,29246,Business Failure,Partial,2184,Yes
D007794,L036450,C036450,2022-03-09,56402,Other,Full,0,Yes
D007795,L060933,C060933,2021-10-08,30148,Business Failure,None,26051,No
D007796,L061105,C061105,2022-11-11,75044,Medical Emergency,Full,38868,Yes
D007797,L019518,C019518,2024-11-08,36642,Medical Emergency,Full,0,No
D007798,L004879,C004879,2023-07-30,33285,Other,None,0,No
D007799,L030315,C030315,2024-05-18,21270,Other,None,0,Yes
D007800,L023699,C023699,2023-07-25,34672,Other,Partial,0,Yes
D007801,L060156,C060156,2024-06-26,74699,Job Loss,Full,49449,No
D007802,L000129,C000129,2023-09-23,85894,Other,None,41679,Yes
D007803,L034047,C034047,2022-04-03,67533,Job Loss,Full,0,No
D007804,L048404,C048404,2024-08-11,61902,Other,None,0,No
D007805,L022759,C022759,2022-06-12,75220,Other,Full,0,Yes
D007806,L086181,C086181,2022-12-15,5513,Other,Partial,0,No
D007807,L083450,C083450,2022-08-19,13458,Medical Emergency,Partial,0,No
D007808,L077677,C077677,2024-05-18,49467,Job Loss,None,0,Yes
D007809,L063955,C063955,2021-10-08,51819,Business Failure,Full,0,No
D007810,L000129,C000129,2024-03-09,32774,Job Loss,None,0,Yes
D007811,L087418,C087418,2024-04-12,53765,Business Failure,None,48580,Yes
D007812,L073119,C073119,2021-03-28,67985,Medical Emergency,Full,0,No
D007813,L003181,C003181,2024-07-10,81773,Business Failure,Full,0,Yes
D007814,L002961,C002961,2021-04-02,68838,Medical Emergency,Partial,9509,Yes
D007815,L019315,C019315,2022-10-06,83620,Business Failure,Partial,0,Yes
D007816,L080747,C080747,2023-02-12,5196,Other,Partial,0,No
D007817,L032568,C032568,2023-01-25,58097,Business Failure,Full,9513,No
D007818,L067631,C067631,2022-03-11,15365,Medical Emergency,Partial,2898,Yes
D007819,L023413,C023413,2022-02-16,81523,Job Loss,Partial,28420,No
D007820,L073776,C073776,2024-04-07,57489,Medical Emergency,Partial,0,No
D007821,L066382,C066382,2023-03-31,23419,Job Loss,Full,0,Yes
D007822,L084249,C084249,2021-06-07,96115,Medical Emergency,Full,0,No
D007823,L087545,C087545,2022-02-07,98499,Other,None,8410,No
D007824,L070910,C070910,2023-06-22,99138,Business Failure,Full,0,No
D007825,L007331,C007331,2023-12-22,92813,Other,Partial,34622,No
D007826,L021443,C021443,2021-11-01,78263,Business Failure,Partial,0,Yes
D007827,L001296,C001296,2022-11-30,46570,Medical Emergency,None,30278,Yes
D007828,L037695,C037695,2024-07-01,69227,Business Failure,Partial,19046,No
D007829,L039536,C039536,2024-02-29,74773,Other,None,49764,No
D007830,L086611,C086611,2024-08-08,60470,Medical Emergency,Partial,31611,No
D007831,L024930,C024930,2023-04-24,91387,Other,Full,39631,Yes
D007832,L080178,C080178,2022-03-18,14375,Other,Partial,10395,Yes
D007833,L033615,C033615,2024-05-24,36076,Medical Emergency,Partial,11865,No
D007834,L015265,C015265,2023-04-19,7893,Medical Emergency,Partial,37682,No
D007835,L045634,C045634,2022-09-04,95887,Other,Partial,40513,No
D007836,L066478,C066478,2022-09-17,15280,Job Loss,Partial,29207,Yes
D007837,L085897,C085897,2021-09-30,10655,Business Failure,None,31202,No
D007838,L051095,C051095,2023-06-18,90904,Job Loss,None,0,Yes
D007839,L038782,C038782,2022-01-04,99196,Business Failure,Partial,36279,No
D007840,L055737,C055737,2021-12-14,8189,Job Loss,Partial,0,No
D007841,L051061,C051061,2021-01-10,49127,Medical Emergency,Full,0,Yes
D007842,L050942,C050942,2021-10-26,80594,Medical Emergency,Full,0,No
D007843,L041436,C041436,2022-01-03,58724,Business Failure,Partial,0,Yes
D007844,L019851,C019851,2023-12-11,78452,Business Failure,Partial,37747,No
D007845,L065903,C065903,2023-03-18,68714,Business Failure,Partial,0,Yes
D007846,L026053,C026053,2024-10-29,15478,Medical Emergency,Partial,0,Yes
D007847,L017168,C017168,2022-06-17,66256,Job Loss,Partial,20663,Yes
D007848,L044232,C044232,2023-03-18,82525,Other,Full,5392,No
D007849,L034129,C034129,2021-02-09,38523,Other,Full,0,No
D007850,L005499,C005499,2022-10-08,82569,Medical Emergency,None,45941,No
D007851,L086499,C086499,2021-05-02,33283,Medical Emergency,None,40355,No
D007852,L064134,C064134,2024-09-30,94054,Medical Emergency,None,0,No
D007853,L024079,C024079,2022-02-15,67264,Business Failure,Full,21786,Yes
D007854,L080180,C080180,2023-01-30,60320,Other,Full,23792,Yes
D007855,L080817,C080817,2024-07-24,97548,Other,Partial,18621,Yes
D007856,L032260,C032260,2023-06-03,50416,Medical Emergency,Partial,0,Yes
D007857,L021810,C021810,2022-11-18,76022,Medical Emergency,Partial,43125,Yes
D007858,L073066,C073066,2024-09-30,89033,Other,None,20358,No
D007859,L077656,C077656,2022-09-13,31887,Business Failure,Partial,25769,No
D007860,L069405,C069405,2023-03-04,45954,Business Failure,Full,0,Yes
D007861,L016202,C016202,2022-05-03,93817,Job Loss,None,0,No
D007862,L073494,C073494,2021-10-19,37553,Medical Emergency,Full,0,Yes
D007863,L077932,C077932,2022-10-03,64019,Job Loss,Partial,0,Yes
D007864,L076012,C076012,2021-04-16,71437,Other,Partial,0,No
D007865,L001452,C001452,2021-02-02,88734,Business Failure,Partial,47971,No
D007866,L018598,C018598,2021-12-14,90729,Business Failure,Full,0,No
